Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
434,West Brom,2018-01-02,1.0,346,10,3,55,410,2,1726,21,342,@,West Ham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1.0,1.0,-0.3,-0.3,0.9,0.5,0.0,0.0,+0.1,0.08,12,0.08,0.33,3,25.0,25.0,0,346,454,76.2,10,33,5,3,33,6708,3022,159,185,85.9,132,166,79.5,49,92,53.3,21,16,0,3,1,1,0,2,1,0,1,0,0,0,298,1726,790,20,13,3,14,7,342,33,342,33,298,1726,790,20,13,3,14,7,16,10,8,7,1,8,22,36.4,14,12,3,9,9,25,38,2,410,43,13,0,3,23,16,4,4,0,0,1,8,3,18,1,0,0,0,55,Match Report
435,Tottenham,2018-01-02,1.3,624,14,3,50,670,3,1946,23,620,@,Swansea City,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,1.3,1.3,+0.9,+0.9,0.9,1.1,+0.7,+0.7,+0.1,0.12,12,0.17,0.40,5,41.7,16.4,1,624,723,86.3,10,61,11,1,72,12012,4160,216,238,90.8,319,352,90.6,76,99,76.8,23,16,2,0,1,3,1,3,0,1,0,1,1,0,400,1946,975,24,18,6,17,8,620,72,620,72,400,1946,975,24,18,6,17,8,21,14,8,9,4,9,20,45.0,11,7,2,5,9,30,19,0,670,51,15,1,1,18,25,5,4,0,0,2,14,3,23,2,0,0,0,50,Match Report
436,Watford,2018-01-02,1.0,200,20,3,59,244,2,1011,11,200,@,Manchester City,eng Premier League,L 1-3,1,3,-2,24,1,0,0,0,1.0,1.0,-1.1,-1.1,0.9,0.7,0.0,0.0,+0.1,0.14,7,0.14,0.25,4,57.1,19.4,0,200,291,68.7,5,8,1,0,17,3142,1543,114,135,84.4,58,78,74.4,17,53,32.1,11,6,1,2,0,1,1,2,1,0,1,0,0,0,205,1011,488,11,9,4,13,11,200,17,200,17,205,1011,488,11,9,4,13,11,25,20,16,6,3,11,27,40.7,16,12,3,9,18,43,24,1,244,44,8,2,0,3,21,1,0,1,0,3,9,3,23,3,0,0,1,59,Match Report
437,Chelsea,2018-01-03,3.0,366,11,3,58,414,4,1962,35,363,@,Arsenal,eng Premier League,D 2-2,2,2,0,42,1,1,1,0,3.0,2.3,+1.9,+1.1,2.1,1.5,-1.0,-1.3,-1.1,0.13,18,0.06,0.20,5,27.8,16.9,1,366,460,79.6,16,25,14,2,41,6549,2785,187,202,92.6,124,153,81.0,46,79,58.2,35,21,5,3,2,4,0,4,1,0,2,0,1,0,328,1962,1166,33,11,11,12,11,363,40,363,40,328,1962,1166,33,11,11,12,11,18,11,9,8,1,7,20,35.0,13,16,5,11,18,36,30,0,414,43,11,6,3,19,9,8,4,1,0,3,10,3,21,3,1,0,0,58,Match Report
438,Arsenal,2018-01-03,1.2,534,12,2,54,590,2,2239,26,532,,Chelsea,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,1.2,1.2,-1.9,-1.1,0.4,1.4,+0.8,+0.8,-0.4,0.08,14,0.14,0.33,6,42.9,16.5,1,534,637,83.8,6,45,17,1,80,9812,3698,204,222,91.9,259,289,89.6,58,96,60.4,26,24,0,1,0,1,0,2,2,0,0,0,0,0,391,2239,1243,30,17,5,16,11,532,80,532,80,391,2239,1243,30,17,5,16,11,16,12,8,6,2,5,17,29.4,12,9,3,6,16,32,17,0,590,45,13,2,4,20,9,10,7,1,0,2,13,2,7,2,0,1,0,54,Match Report
439,West Ham,2018-01-04,0.5,201,9,2,67,264,2,867,6,199,@,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,0.5,0.5,-1.2,-1.2,0.5,0.4,+0.5,+0.5,+0.5,0.18,3,0.33,1.00,1,33.3,15.1,0,201,315,63.8,3,11,4,1,14,3284,1698,108,127,85.0,59,79,74.7,21,81,25.9,6,4,0,1,0,1,0,2,2,0,0,0,0,0,187,867,380,2,5,0,18,16,199,13,199,13,187,867,380,2,5,0,18,16,18,9,14,3,1,5,18,27.8,13,21,13,8,21,39,47,1,264,48,12,2,0,7,22,1,0,1,0,3,4,2,16,3,0,0,0,67,Match Report
440,Tottenham,2018-01-04,1.8,595,15,3,66,681,2,2835,55,592,,West Ham,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,1.8,1.8,+1.2,+1.2,1.0,2.1,-0.8,-0.8,0.0,0.06,31,0.03,0.13,8,25.8,18.7,0,595,736,80.8,19,71,7,1,74,11288,3263,234,272,86.0,284,325,87.4,71,112,63.4,55,39,2,4,9,0,1,2,2,0,0,0,0,0,508,2835,1533,39,25,8,11,13,592,74,592,74,508,2835,1533,39,25,8,11,13,19,15,7,7,5,3,12,25.0,9,4,0,4,13,32,15,0,681,52,9,4,5,27,32,7,5,2,0,3,15,3,14,3,0,0,0,66,Match Report
441,Southampton,2018-01-13,0.9,277,12,3,54,367,4,1462,19,274,@,Watford,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,0.9,0.9,-1.1,-1.1,0.8,1.1,+1.1,+1.1,+0.2,0.09,10,0.20,0.50,4,40.0,20.2,0,277,421,65.8,8,23,2,1,32,4962,2147,136,171,79.5,90,132,68.2,39,81,48.1,19,13,1,2,2,0,1,4,3,0,1,0,0,0,261,1462,787,16,7,5,12,12,274,32,274,32,261,1462,787,16,7,5,12,12,15,12,10,4,1,4,8,50.0,4,18,2,16,12,27,35,1,367,51,11,1,3,19,22,4,1,3,0,3,8,3,10,3,0,0,0,54,Match Report
442,Watford,2018-01-13,2.0,389,11,3,47,466,3,1584,30,384,,Southampton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,2.0,2.0,+1.1,+1.1,1.4,1.4,0.0,0.0,-0.4,0.13,16,0.13,0.50,4,25.0,15.6,0,389,534,72.8,13,34,16,5,55,7021,3054,183,228,80.3,147,193,76.2,49,83,59.0,30,19,4,1,1,3,2,3,2,0,0,1,0,0,347,1584,781,14,13,4,24,11,384,55,384,55,347,1584,781,14,13,4,24,11,14,11,9,4,1,2,14,14.3,12,10,2,8,12,26,21,0,466,68,16,0,2,28,38,5,5,0,0,0,20,3,40,0,0,0,0,47,Match Report
443,Everton,2018-01-13,0.3,285,14,3,63,350,0,971,13,283,@,Tottenham,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,0.3,0.3,-3.5,-3.5,0.2,0.3,-0.3,-0.3,-0.2,0.05,7,0.00,,0,0.0,20.1,0,285,405,70.4,4,20,5,1,29,5214,2374,139,157,88.5,81,110,73.6,46,97,47.4,13,10,2,0,0,1,0,0,0,0,0,0,0,0,242,971,479,6,5,1,16,14,283,29,283,29,242,971,479,6,5,1,16,14,17,14,6,10,1,6,24,25.0,18,8,4,4,19,36,28,1,350,48,13,1,6,11,21,3,2,1,0,7,9,3,27,7,0,0,0,63,Match Report
444,Burnley,2018-01-13,0.7,341,10,2,54,407,0,1450,16,337,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,0.7,0.7,-0.7,-0.7,0.6,1.0,-0.7,-0.7,-0.6,0.08,8,0.00,0.00,2,25.0,15.0,0,341,465,73.3,7,33,9,5,34,6799,3047,156,185,84.3,114,142,80.3,59,106,55.7,16,15,1,0,0,0,0,0,0,0,0,0,0,0,286,1450,791,14,10,1,21,11,337,34,337,34,286,1450,791,14,10,1,21,11,19,10,8,7,4,5,11,45.5,6,16,7,9,5,24,25,0,407,54,16,0,9,20,23,2,1,1,0,4,13,2,17,4,0,0,0,54,Match Report
445,Brighton,2018-01-13,0.6,368,13,3,54,448,0,1245,23,364,@,West Brom,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,0.6,0.6,-0.4,-0.4,0.3,0.6,-0.6,-0.6,-0.3,0.04,13,0.00,0.00,1,7.7,21.2,0,368,501,73.5,8,35,8,2,56,7681,3021,139,169,82.2,161,200,80.5,62,117,53.0,23,18,1,0,3,1,0,0,0,0,0,0,0,0,256,1245,691,14,5,5,12,5,364,55,364,55,256,1245,691,14,5,5,12,5,17,13,14,2,1,4,13,30.8,9,12,5,7,7,24,39,1,448,51,11,0,11,23,20,6,2,2,1,2,11,3,28,2,0,0,0,54,Match Report
446,Huddersfield,2018-01-13,0.7,476,9,2,55,544,2,1881,16,469,,West Ham,eng Premier League,L 1-4,1,4,-3,63,1,0,0,0,0.7,0.7,-0.2,-0.2,0.3,0.5,+0.3,+0.3,+0.7,0.09,8,0.13,0.50,2,25.0,21.0,1,476,601,79.2,4,31,1,1,32,8635,2997,196,231,84.8,199,223,89.2,58,104,55.8,16,10,1,2,1,1,1,2,1,0,1,0,0,0,354,1881,841,15,14,3,14,15,469,32,469,32,354,1881,841,15,14,3,14,15,13,9,3,7,3,2,16,12.5,14,7,1,6,9,22,21,1,544,57,13,0,4,23,26,7,7,0,0,0,17,2,23,0,0,0,0,55,Match Report
447,Crystal Palace,2018-01-13,1.4,241,13,0,50,320,2,1167,26,239,,Burnley,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,1.4,1.4,+0.7,+0.7,1.2,0.6,-0.4,-0.4,-0.2,0.08,17,0.06,0.50,2,11.8,13.9,0,241,371,65.0,12,26,4,3,24,4414,2135,121,153,79.1,73,107,68.2,36,88,40.9,26,13,5,2,4,2,0,2,2,0,0,0,0,0,255,1167,557,11,5,5,19,14,239,24,239,24,255,1167,557,11,5,5,19,14,18,13,15,3,0,7,15,46.7,8,13,1,12,6,24,28,0,320,51,14,0,0,19,24,3,1,0,1,0,13,0,,0,0,0,0,50,Match Report
448,Chelsea,2018-01-13,0.6,455,11,3,64,506,0,2473,34,452,,Leicester City,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,0.6,0.6,-0.6,-0.6,0.5,0.6,-0.6,-0.6,-0.5,0.04,17,0.00,0.00,7,41.2,22.2,1,455,565,80.5,15,44,10,2,71,8135,2752,184,209,88.0,198,228,86.8,50,84,59.5,34,29,1,3,0,1,0,0,0,0,0,0,0,0,401,2473,1403,29,22,8,17,9,452,71,452,71,401,2473,1403,29,22,8,17,9,13,11,4,4,5,5,26,19.2,21,11,7,4,9,22,17,1,506,54,14,0,6,24,21,6,3,1,0,5,8,3,41,5,0,0,0,64,Match Report
449,Swansea City,2018-01-13,1.3,440,5,3,46,498,1,1647,14,437,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,1.3,1.3,-0.1,-0.1,0.8,0.9,-0.3,-0.3,-0.8,0.18,8,0.13,0.33,3,37.5,11.5,0,440,559,78.7,6,26,5,2,33,8825,3283,175,207,84.5,187,213,87.8,67,113,59.3,14,10,3,0,1,0,0,1,0,0,0,1,0,0,285,1647,776,13,10,1,18,15,437,33,437,33,285,1647,776,13,10,1,18,15,8,5,3,2,3,2,7,28.6,5,7,1,6,3,11,22,1,498,61,13,0,4,21,30,5,4,1,0,0,16,3,17,0,0,0,0,46,Match Report
450,Leicester City,2018-01-13,1.2,351,11,3,60,406,0,1860,24,349,@,Chelsea,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,1.2,1.2,+0.6,+0.6,1.1,1.4,-1.2,-1.2,-1.1,0.09,14,0.00,0.00,1,7.1,16.2,0,351,453,77.5,11,32,6,2,27,6655,2587,155,182,85.2,118,145,81.4,56,92,60.9,24,14,1,4,4,1,0,0,0,0,0,0,0,0,303,1860,914,15,12,3,18,8,349,27,349,27,303,1860,914,15,12,3,18,8,14,11,7,4,3,5,21,23.8,16,10,5,5,12,26,26,0,406,44,19,3,7,10,17,3,3,0,0,3,6,3,9,3,0,0,0,60,Match Report
451,West Brom,2018-01-13,1.0,268,6,3,57,342,4,1217,26,266,,Brighton,eng Premier League,W 2-0,2,0,+2,44,2,0,0,0,1.0,1.0,+0.4,+0.4,0.6,0.8,+1.0,+1.0,+1.4,0.06,15,0.13,0.50,4,26.7,18.0,0,268,399,67.2,11,26,5,1,29,5193,2558,117,146,80.1,92,127,72.4,46,95,48.4,26,17,7,1,0,1,0,4,2,2,0,0,0,0,222,1217,642,13,11,3,12,13,266,28,266,28,222,1217,642,13,11,3,12,13,9,6,6,3,0,4,7,57.1,3,12,4,8,11,20,28,0,342,54,17,0,1,22,18,9,1,7,0,3,11,3,10,3,0,0,0,57,Match Report
452,Tottenham,2018-01-13,3.8,510,10,3,66,572,6,1930,34,508,,Everton,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,3.8,3.8,+3.5,+3.5,3.7,0.9,+0.2,+0.2,+0.3,0.20,20,0.20,0.40,10,50.0,16.9,0,510,629,81.1,17,44,9,1,64,9533,3678,211,247,85.4,227,258,88.0,64,101,63.4,34,23,2,4,4,1,0,6,4,0,0,2,0,0,388,1930,955,20,19,7,21,11,508,64,508,64,388,1930,955,20,19,7,21,11,18,10,9,8,1,4,11,36.4,7,9,2,7,7,25,24,0,572,55,21,3,12,18,26,3,3,0,0,2,9,3,10,2,0,0,0,66,Match Report
453,West Ham,2018-01-13,0.9,236,15,2,54,291,6,1230,13,233,@,Huddersfield,eng Premier League,W 4-1,4,1,+3,37,4,0,0,0,0.9,0.9,+0.2,+0.2,0.8,0.5,+3.1,+3.1,+2.2,0.12,8,0.50,0.80,5,62.5,15.4,1,236,347,68.0,6,23,3,0,21,4144,1745,118,139,84.9,92,123,74.8,24,71,33.8,13,6,1,4,1,1,0,6,4,0,2,0,0,0,170,1230,443,11,12,3,13,11,233,20,233,20,170,1230,443,11,12,3,13,11,21,15,12,8,1,6,17,35.3,11,13,2,11,17,38,36,0,291,51,6,1,3,5,30,3,3,0,0,5,7,2,7,5,0,0,0,54,Match Report
454,Newcastle Utd,2018-01-13,1.4,297,16,2,55,362,1,1500,21,292,,Swansea City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,1.4,1.4,+0.1,+0.1,1.1,1.0,-0.4,-0.4,-1.1,0.12,12,0.08,0.25,4,33.3,15.1,1,297,406,73.2,8,25,10,2,34,5252,2066,128,148,86.5,118,147,80.3,34,80,42.5,21,17,0,0,1,1,2,1,0,0,0,1,0,0,268,1500,771,16,10,4,12,6,292,33,292,33,268,1500,771,16,10,4,12,6,22,16,4,14,4,7,14,50.0,7,16,3,13,8,30,22,0,362,42,9,2,4,15,18,4,4,0,0,2,8,2,18,2,0,0,0,55,Match Report
455,Bournemouth,2018-01-14,0.8,260,10,3,66,358,4,1513,20,257,,Arsenal,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,0.8,0.8,-0.2,-0.2,0.7,0.8,+1.2,+1.2,+1.3,0.06,13,0.15,0.40,5,38.5,20.4,0,260,414,62.8,8,12,10,2,23,4060,1664,139,170,81.8,76,111,68.5,26,83,31.3,20,14,1,3,0,1,1,4,4,0,0,0,0,0,234,1513,861,24,16,8,17,14,257,23,257,23,234,1513,861,24,16,8,17,14,24,10,9,12,3,3,9,33.3,6,20,4,16,13,37,24,0,358,56,14,1,1,14,26,4,1,1,0,0,23,3,11,0,0,0,0,66,Match Report
456,Arsenal,2018-01-14,1.1,440,16,2,68,547,2,2313,22,436,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,1.1,1.1,+0.2,+0.2,0.7,0.5,-0.1,-0.1,+0.3,0.09,12,0.08,0.33,3,25.0,19.8,0,440,598,73.6,9,27,4,0,53,7362,2695,216,250,86.4,174,219,79.5,36,88,40.9,22,17,2,1,0,2,0,2,2,0,0,0,0,0,409,2313,1094,23,14,9,19,21,436,53,436,53,409,2313,1094,23,14,9,19,21,21,16,12,6,3,7,20,35.0,13,23,2,21,15,36,32,1,547,47,8,10,1,13,24,5,4,1,0,4,17,2,16,4,0,0,0,68,Match Report
457,Manchester City,2018-01-14,0.8,602,11,2,64,659,5,3074,21,598,@,Liverpool,eng Premier League,L 3-4,3,4,-1,64,3,0,0,0,0.8,0.8,+0.1,+0.1,0.5,0.6,+2.2,+2.2,+1.5,0.08,11,0.27,0.75,4,36.4,19.0,0,602,714,84.3,10,26,7,1,44,10032,3385,263,289,91.0,260,295,88.1,43,68,63.2,21,16,1,2,2,0,0,5,2,0,2,1,0,0,516,3074,1636,35,23,4,18,25,598,43,598,43,516,3074,1636,35,23,4,18,25,24,11,9,11,4,6,24,25.0,18,9,5,4,11,35,19,5,659,52,12,2,9,13,20,6,0,3,0,3,13,2,40,3,0,0,0,64,Match Report
458,Liverpool,2018-01-14,0.8,290,22,3,73,359,6,1751,24,288,,Manchester City,eng Premier League,W 4-3,4,3,+1,36,4,0,0,0,0.8,0.8,-0.1,-0.1,0.6,0.6,+3.2,+3.2,+2.4,0.05,16,0.25,0.57,7,43.8,20.3,0,290,398,72.9,12,20,8,1,35,5169,1997,118,138,85.5,139,170,81.8,21,64,32.8,24,18,0,5,0,0,1,6,4,0,2,0,0,0,265,1751,1067,28,17,4,13,18,288,34,288,34,265,1751,1067,28,17,4,13,18,33,22,20,11,2,8,28,28.6,20,16,4,12,19,52,19,0,359,36,10,9,4,12,11,5,4,1,0,3,4,3,5,3,0,0,0,73,Match Report
459,Manchester Utd,2018-01-15,1.5,559,10,3,49,598,6,2556,36,553,,Stoke City,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,1.5,1.5,+0.2,+0.2,0.9,1.3,+1.5,+1.5,+2.1,0.08,20,0.15,0.33,9,45.0,18.2,2,559,638,87.6,15,34,14,2,54,9181,2812,236,251,94.0,232,253,91.7,46,68,67.6,36,29,2,1,2,2,0,6,6,0,0,0,0,0,424,2556,1484,34,13,7,11,9,553,52,553,52,424,2556,1484,34,13,7,11,9,15,10,7,6,2,3,9,33.3,6,5,1,4,11,26,11,1,598,36,8,3,9,12,13,6,2,0,0,4,8,3,10,4,0,0,0,49,Match Report
460,Stoke City,2018-01-15,1.3,345,8,3,42,378,0,1678,20,344,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,1.3,1.3,-0.2,-0.2,1.2,0.5,-1.3,-1.3,-1.2,0.12,11,0.00,0.00,4,36.4,16.2,0,345,422,81.8,9,25,7,2,33,5764,2486,191,210,91.0,102,120,85.0,35,63,55.6,20,15,1,2,1,1,0,0,0,0,0,0,0,0,300,1678,806,9,10,3,8,12,344,33,344,33,300,1678,806,9,10,3,8,12,16,8,9,5,2,7,16,43.8,9,11,4,7,9,25,17,1,378,44,18,0,5,9,13,1,0,0,1,0,4,3,32,0,0,0,0,42,Match Report
461,Huddersfield,2018-01-20,0.3,229,11,3,48,331,0,1178,9,226,@,Stoke City,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,0.3,0.3,-0.7,-0.7,0.2,0.2,-0.3,-0.3,-0.2,0.04,6,0.00,0.00,3,50.0,21.4,0,229,415,55.2,4,19,1,1,24,3991,2083,111,152,73.0,73,122,59.8,30,104,28.8,9,5,1,0,0,3,0,0,0,0,0,0,0,0,205,1178,519,10,14,2,12,13,226,24,226,24,205,1178,519,10,14,2,12,13,14,11,9,4,1,4,13,30.8,9,6,1,5,6,20,19,1,331,84,28,0,1,17,41,2,2,0,0,0,14,3,26,0,0,0,0,48,Match Report
462,Crystal Palace,2018-01-20,0.6,354,9,1,65,408,2,1524,15,349,@,Arsenal,eng Premier League,L 1-4,1,4,-3,37,1,0,0,0,0.6,0.6,-2.3,-2.3,0.5,0.8,+0.4,+0.4,+0.5,0.07,9,0.11,0.20,5,55.6,20.1,0,354,450,78.7,6,27,9,2,38,6607,2563,168,186,90.3,136,158,86.1,42,83,50.6,15,12,3,0,0,0,0,2,1,1,0,0,0,0,275,1524,819,17,16,3,14,12,349,37,349,37,275,1524,819,17,16,3,14,12,15,9,10,2,3,3,16,18.8,13,15,5,10,26,41,21,0,408,41,9,0,2,29,12,10,3,1,6,1,12,1,1,1,0,0,0,65,Match Report
463,Burnley,2018-01-20,1.0,337,18,3,65,421,0,1707,27,335,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,1.0,1.0,+0.1,+0.1,0.6,0.9,-1.0,-1.0,-0.6,0.07,14,0.00,0.00,3,21.4,14.9,1,337,471,71.5,10,34,9,4,44,6145,2529,150,177,84.7,149,179,83.2,36,96,37.5,27,18,5,1,0,3,0,0,0,0,0,0,0,0,255,1707,934,25,11,4,14,10,335,44,335,44,255,1707,934,25,11,4,14,10,24,18,13,6,5,9,22,40.9,13,15,6,9,6,30,25,0,421,49,13,1,3,23,20,5,2,3,0,1,12,3,7,1,0,0,0,65,Match Report
464,Leicester City,2018-01-20,1.9,353,5,2,55,414,4,2098,17,352,,Watford,eng Premier League,W 2-0,2,0,+2,54,1,1,1,0,1.9,1.1,+1.1,+0.3,1.0,1.0,+0.1,-0.1,0.0,0.14,8,0.13,0.25,4,50.0,16.0,0,353,466,75.8,6,31,7,0,37,6271,2589,166,188,88.3,131,161,81.4,44,82,53.7,17,10,3,2,1,1,0,4,2,0,1,0,1,0,330,2098,979,18,13,7,22,12,352,36,352,36,330,2098,979,18,13,7,22,12,15,5,4,10,1,4,13,30.8,9,12,4,8,9,24,27,0,414,47,11,1,2,12,24,4,2,0,0,5,11,2,14,5,1,0,0,55,Match Report
465,Arsenal,2018-01-20,2.9,661,11,3,65,724,7,2784,30,660,,Crystal Palace,eng Premier League,W 4-1,4,1,+3,63,4,0,0,0,2.9,2.9,+2.3,+2.3,2.7,2.7,+1.1,+1.1,+1.3,0.19,16,0.25,0.40,10,62.5,13.7,1,661,755,87.5,13,54,17,1,57,10748,3721,320,350,91.4,260,289,90.0,51,65,78.5,30,23,2,2,2,1,0,7,4,2,0,1,0,0,557,2784,1435,21,21,4,14,12,660,56,660,56,557,2784,1435,21,21,4,14,12,19,11,9,7,3,7,10,70.0,3,11,3,8,9,28,34,1,724,28,8,4,0,9,8,5,3,1,0,3,11,3,28,3,0,0,0,65,Match Report
466,West Ham,2018-01-20,0.8,309,9,3,53,387,1,1550,19,302,,Bournemouth,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0.8,0.8,+0.3,+0.3,0.5,0.6,+0.2,+0.2,-0.5,0.07,12,0.08,0.25,4,33.3,22.6,0,309,448,69.0,10,24,12,4,40,5721,2207,138,170,81.2,126,160,78.8,40,96,41.7,19,14,0,3,1,0,1,1,0,0,0,1,0,0,237,1550,699,16,7,4,10,5,302,40,302,40,237,1550,699,16,7,4,10,5,13,9,7,5,1,9,19,47.4,10,11,0,11,17,30,23,0,387,56,12,3,1,26,30,6,4,1,0,5,19,3,10,5,0,0,0,53,Match Report
467,Everton,2018-01-20,1.1,373,13,3,57,467,2,1717,15,371,,West Brom,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,1.1,1.1,0.0,0.0,1.0,0.8,-0.1,-0.1,0.0,0.12,9,0.11,0.25,4,44.4,14.5,0,373,523,71.3,7,29,4,1,45,6592,2406,178,206,86.4,126,172,73.3,48,101,47.5,15,11,2,0,0,2,0,2,2,0,0,0,0,0,356,1717,822,18,13,5,24,8,371,44,371,44,356,1717,822,18,13,5,24,8,21,13,9,9,3,1,9,11.1,8,12,1,11,14,35,27,0,467,56,10,0,7,14,29,0,0,0,0,0,18,3,32,0,0,0,0,57,Match Report
468,Bournemouth,2018-01-20,0.5,360,9,2,51,427,2,1557,12,356,@,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0.5,0.5,-0.3,-0.3,0.4,0.3,+0.5,+0.5,+0.6,0.06,8,0.13,0.33,3,37.5,21.5,0,360,478,75.3,6,50,6,1,42,6831,2950,163,206,79.1,154,189,81.5,41,73,56.2,12,11,0,1,0,0,0,2,2,0,0,0,0,0,258,1557,769,16,11,2,18,4,356,41,356,41,258,1557,769,16,11,2,18,4,15,9,4,9,2,10,22,45.5,12,15,2,13,7,22,43,0,427,46,13,1,6,10,22,3,1,1,0,5,13,2,18,5,0,0,0,51,Match Report
469,Manchester Utd,2018-01-20,0.8,394,6,3,66,461,1,2251,21,390,@,Burnley,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,0.8,0.8,-0.1,-0.1,0.8,0.6,+0.2,+0.2,+0.2,0.07,12,0.08,0.50,2,16.7,18.7,0,394,512,77.0,11,30,9,0,39,6566,2540,199,219,90.9,117,149,78.5,50,95,52.6,21,18,0,3,0,0,0,1,1,0,0,0,0,0,313,2251,1346,38,23,10,18,15,390,39,390,39,313,2251,1346,38,23,10,18,15,13,6,6,6,1,3,12,25.0,9,11,3,8,18,31,41,0,461,49,8,2,4,18,26,4,1,1,0,2,11,3,10,2,0,0,0,66,Match Report
470,Watford,2018-01-20,0.9,273,16,3,50,352,0,1374,20,267,@,Leicester City,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,0.9,0.9,-1.1,-0.3,0.8,0.6,-0.9,-0.9,-0.8,0.08,11,0.00,0.00,3,27.3,20.4,1,273,403,67.7,7,22,4,2,37,4495,2245,149,186,80.1,84,118,71.2,28,70,40.0,20,15,1,1,2,1,0,0,0,0,0,0,0,0,256,1374,723,12,8,2,11,11,267,36,267,36,256,1374,723,12,8,2,11,11,27,16,17,9,1,15,34,44.1,19,9,1,8,9,36,24,0,352,48,15,1,2,21,19,5,4,1,0,3,10,3,24,3,0,1,0,50,Match Report
471,Manchester City,2018-01-20,2.1,754,9,2,54,806,6,3559,41,753,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,80,2,1,1,0,2.1,1.4,+1.1,+0.3,1.2,1.7,+0.9,+0.6,+0.8,0.07,20,0.10,0.25,8,40.0,18.2,1,754,862,87.5,17,82,20,1,79,12046,3347,380,412,92.2,284,308,92.2,58,83,69.9,41,29,3,5,2,2,0,6,4,0,1,0,1,0,633,3559,2015,38,29,10,13,12,753,79,753,79,633,3559,2015,38,29,10,13,12,23,9,10,6,7,9,19,47.4,10,9,0,9,5,28,21,1,806,52,9,0,8,32,22,18,0,12,0,4,16,2,5,4,1,0,0,54,Match Report
472,Brighton,2018-01-20,0.8,317,8,3,54,375,0,1731,20,314,,Chelsea,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,0.8,0.8,-0.5,-0.5,0.7,1.0,-0.8,-0.8,-0.7,0.08,10,0.00,0.00,3,30.0,15.5,0,317,421,75.3,7,26,7,4,36,6274,2105,118,134,88.1,135,161,83.9,54,95,56.8,20,15,2,1,0,1,1,0,0,0,0,0,0,0,315,1731,938,21,13,4,16,9,314,36,314,36,315,1731,938,21,13,4,16,9,11,8,5,6,0,4,22,18.2,18,10,3,7,13,24,17,1,375,42,4,2,5,29,23,5,4,1,0,4,15,3,18,4,0,0,0,54,Match Report
